Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Masoor,2012,Rabi       ,UTTARAKHAND,11075.0,9039,1309.8,1670110.0,3433.25,0.713076923
Moong(Green Gram),2012,Summer     ,UTTARAKHAND,12.0,9,1309.8,1809.6,3.72,0.725
Moth,2012,Kharif     ,UTTARAKHAND,20.0,8,1309.8,3016.0,6.2,0.37
Onion,2012,Whole Year ,UTTARAKHAND,2322.0,12287,1309.8,350157.6,719.82,5.809166667
Other  Rabi pulses,2012,Rabi       ,UTTARAKHAND,3.0,1,1309.8,452.4,0.93,0.25
Other Cereals,2012,Rabi       ,UTTARAKHAND,631.0,432,1309.8,95154.8,195.61,0.807142857
Other Kharif pulses,2012,Kharif     ,UTTARAKHAND,11212.0,9750,1309.8,1690769.6,3475.72,0.834545455
Peas & beans (Pulses),2012,Rabi       ,UTTARAKHAND,6117.0,6017,1309.8,922443.6,1896.27,0.768461538
Potato,2012,Kharif     ,UTTARAKHAND,8339.0,69006,1309.8,1257521.2,2585.09,8.705454545
Potato,2012,Rabi       ,UTTARAKHAND,5317.0,64212,1309.8,801803.6,1648.27,11.07461538
Ragi,2012,Kharif     ,UTTARAKHAND,113210.0,157792,1309.8,17072068.0,35095.1,1.457272727
Rapeseed &Mustard,2012,Rabi       ,UTTARAKHAND,13238.0,12093,1309.8,1996290.4,4103.78,0.65
Rice,2012,Kharif     ,UTTARAKHAND,255037.0,561339,1309.8,38459579.6,79061.47,1.750769231
Rice,2012,Summer     ,UTTARAKHAND,14200.0,45552,1309.8,2141360.0,4402.0,3.21
Sesamum,2012,Kharif     ,UTTARAKHAND,1778.0,486,1309.8,268122.4,551.18,0.281666667
Small millets,2012,Kharif     ,UTTARAKHAND,65057.0,80661,1309.8,9810595.6,20167.67,1.164545455
Soyabean,2012,Kharif     ,UTTARAKHAND,9067.0,19415,1309.8,1367303.6,2810.77,1.275
Sugarcane,2012,Whole Year ,UTTARAKHAND,103983.0,6344504,1309.8,15680636.4,32234.73,61.14
Sunflower,2012,Kharif     ,UTTARAKHAND,3.0,3,1309.8,452.4,0.93,1.0
Turmeric,2012,Whole Year ,UTTARAKHAND,672.0,5246,1309.8,101337.6,208.32,7.579
Urad,2012,Kharif     ,UTTARAKHAND,11770.0,9211,1309.8,1774916.0,3648.7,0.751538462
Urad,2012,Summer     ,UTTARAKHAND,114.0,58,1309.8,17191.2,35.34,0.6275
Wheat,2012,Rabi       ,UTTARAKHAND,349669.0,853769,1309.8,52730085.2,108397.39,1.954615385
other oilseeds,2012,Kharif     ,UTTARAKHAND,43.0,26,1309.8,6484.4,13.33,0.746666667
other oilseeds,2012,Rabi       ,UTTARAKHAND,751.0,357,1309.8,113250.8,232.81,0.561666667
Arhar/Tur,2012,Rabi       ,JHARKHAND,18850.0,35859,1102.0,2842580.0,5843.5,1.7475
Gram,2012,Rabi       ,JHARKHAND,31359.0,31888,1102.0,4728937.2,9721.29,1.031666667
Maize,2012,Autumn     ,JHARKHAND,93589.0,118472,1102.0,14113221.2,29012.59,1.367916667
Masoor,2012,Rabi       ,JHARKHAND,10104.0,9830,1102.0,1523683.2,3132.24,0.975333333
Onion,2012,Rabi       ,JHARKHAND,3087.0,17468,1102.0,465519.6,956.97,6.117826087
Potato,2012,Rabi       ,JHARKHAND,16873.0,128549,1102.0,2544448.4,5230.63,7.279583333
Potato,2012,Winter     ,JHARKHAND,23093.0,156202,1102.0,3482424.4,7158.83,6.298695652
Ragi,2012,Autumn     ,JHARKHAND,21480.0,18462,1102.0,3239184.0,6658.8,0.828947368
Rapeseed &Mustard,2012,Rabi       ,JHARKHAND,21277.0,18928,1102.0,3208571.6,6595.87,0.96875
Rice,2012,Autumn     ,JHARKHAND,148761.0,129693,1102.0,22433158.8,46115.91,0.761304348
Rice,2012,Winter     ,JHARKHAND,942310.0,1292796,1102.0,142100348.0,292116.1,1.338333333
Sugarcane,2012,Whole Year ,JHARKHAND,990.0,48888,1102.0,149292.0,306.9,46.728
Wheat,2012,Rabi       ,JHARKHAND,69336.0,128571,1102.0,10455868.8,21494.16,1.663333333
Arhar/Tur,2013,Kharif     ,BIHAR,21874.0,36459,1069.9,3160574.26,5905.98,1.698648649
Bajra,2013,Kharif     ,BIHAR,2638.0,3001,1069.9,381164.62,712.26,1.136666667
Barley,2013,Rabi       ,BIHAR,10194.0,14254,1069.9,1472931.06,2752.38,1.392857143
Castor seed,2013,Kharif     ,BIHAR,158.0,151,1069.9,22829.42,42.66,0.974
Gram,2013,Rabi       ,BIHAR,61325.0,70339,1069.9,8860849.25,16557.75,1.161
Groundnut,2013,Kharif     ,BIHAR,892.0,913,1069.9,128885.08,240.84,1.01
Horse-gram,2013,Kharif     ,BIHAR,8221.0,7828,1069.9,1187852.29,2219.67,0.957142857
Jowar,2013,Kharif     ,BIHAR,1233.0,1313,1069.9,178156.17,332.91,1.068888889
Jute,2013,Kharif     ,BIHAR,104883.0,1498039,1069.9,15154544.67,28318.41,14.13615385
Khesari,2013,Rabi       ,BIHAR,63233.0,70548,1069.9,9136536.17,17072.91,1.094411765
Linseed,2013,Rabi       ,BIHAR,18674.0,15874,1069.9,2698206.26,5041.98,0.854705882
Maize,2013,Autumn     ,BIHAR,276577.0,778209,1069.9,39962610.73,74675.79,2.933783784
Maize,2013,Rabi       ,BIHAR,263499.0,1199389,1069.9,38072970.51,71144.73,4.180294118
Maize,2013,Summer     ,BIHAR,192263.0,926639,1069.9,27780080.87,51911.01,4.573243243
Masoor,2013,Rabi       ,BIHAR,154087.0,196055,1069.9,22264030.63,41603.49,1.156578947
Mesta,2013,Kharif     ,BIHAR,16191.0,246996,1069.9,2339437.59,4371.57,14.3425
Moong(Green Gram),2013,Kharif     ,BIHAR,9138.0,7360,1069.9,1320349.62,2467.26,0.7315625
Moong(Green Gram),2013,Summer     ,BIHAR,145905.0,98013,1069.9,21081813.45,39394.35,0.817567568
Other  Rabi pulses,2013,Rabi       ,BIHAR,1289.0,1302,1069.9,186247.61,348.03,1.006153846
Other Kharif pulses,2013,Kharif     ,BIHAR,2065.0,1629,1069.9,298371.85,557.55,0.8485
Peas & beans (Pulses),2013,Rabi       ,BIHAR,17308.0,18347,1069.9,2500832.92,4673.16,1.061052632
Ragi,2013,Kharif     ,BIHAR,7034.0,7138,1069.9,1016342.66,1899.18,0.992692308
Rapeseed &Mustard,2013,Rabi       ,BIHAR,85246.0,117142,1069.9,12317194.54,23016.42,1.293421053
Rice,2013,Autumn     ,BIHAR,549404.0,798676,1069.9,79383383.96,148339.08,1.413
Rice,2013,Summer     ,BIHAR,92207.0,215952,1069.9,13322989.43,24895.89,2.233157895
Rice,2013,Winter     ,BIHAR,2509203.0,5634961,1069.9,362554741.5,677484.81,2.066842105
Safflower,2013,Rabi       ,BIHAR,1644.0,1324,1069.9,237541.56,443.88,0.87
Sannhamp,2013,Kharif     ,BIHAR,1397.0,1124,1069.9,201852.53,377.19,0.822941176
Sesamum,2013,Kharif     ,BIHAR,2277.0,1986,1069.9,329003.73,614.79,0.894137931
Small millets,2013,Kharif     ,BIHAR,2768.0,2088,1069.9,399948.32,747.36,0.783684211
Sugarcane,2013,Whole Year ,BIHAR,258068.0,12881781,1069.9,37288245.32,69678.36,51.20944444
Sunflower,2013,Rabi       ,BIHAR,14030.0,19789,1069.9,2027194.7,3788.1,1.416818182
Tobacco,2013,Whole Year ,BIHAR,12106.0,23012,1069.9,1749195.94,3268.62,1.910833333
Urad,2013,Kharif     ,BIHAR,15503.0,14142,1069.9,2240028.47,4185.81,0.918387097
Wheat,2013,Rabi       ,BIHAR,2148818.0,6134679,1069.9,310482712.8,580180.86,2.835
Arhar/Tur,2013,Kharif     ,CHHATTISGARH,52816.0,29448,1418.3,7631383.84,14260.32,0.56
Bajra,2013,Whole Year ,CHHATTISGARH,1240.0,41543,1418.3,179167.6,334.8,31.91931034
Barley,2013,Rabi       ,CHHATTISGARH,2702.0,2441,1418.3,390411.98,729.54,1.097272727
Castor seed,2013,Rabi       ,CHHATTISGARH,45.0,16,1418.3,6502.05,12.15,0.398
Coconut ,2013,Whole Year ,CHHATTISGARH,25.0,0,1418.3,3612.25,6.75,0.0
Coriander,2013,Rabi       ,CHHATTISGARH,17.0,9,1418.3,2456.33,4.59,0.53
Coriander,2013,Whole Year ,CHHATTISGARH,2849.0,846,1418.3,411652.01,769.23,0.297307692
Cotton(lint),2013,Whole Year ,CHHATTISGARH,49.0,70,1418.3,7080.01,13.23,1.736666667
Dry chillies,2013,Whole Year ,CHHATTISGARH,6410.0,4629,1418.3,926180.9,1730.7,0.723703704
Garlic,2013,Rabi       ,CHHATTISGARH,41.0,240,1418.3,5924.09,11.07,5.85
Garlic,2013,Whole Year ,CHHATTISGARH,1277.0,3393,1418.3,184513.73,344.79,2.918333333
Ginger,2013,Whole Year ,CHHATTISGARH,1802.0,1987,1418.3,260370.98,486.54,1.166818182
Gram,2013,Rabi       ,CHHATTISGARH,289734.0,221569,1418.3,41863665.66,78228.18,0.813846154
Groundnut,2013,Kharif     ,CHHATTISGARH,29186.0,42396,1418.3,4217085.14,7880.22,1.331818182
Guar seed,2013,Kharif     ,CHHATTISGARH,26.0,21,1418.3,3756.74,7.02,0.81
Horse-gram,2013,Kharif     ,CHHATTISGARH,44568.0,13804,1418.3,6439630.32,12033.36,0.322727273
Horse-gram,2013,Rabi       ,CHHATTISGARH,1366.0,359,1418.3,197373.34,368.82,0.321428571
Jowar,2013,Whole Year ,CHHATTISGARH,5153.0,3320,1418.3,744556.97,1391.31,0.64173913
Jute,2013,Kharif     ,CHHATTISGARH,221.0,0,1418.3,31932.29,59.67,0.0
Khesari,2013,Rabi       ,CHHATTISGARH,315247.0,174016,1418.3,45550039.03,85116.69,0.564782609
Linseed,2013,Rabi       ,CHHATTISGARH,31159.0,11820,1418.3,4502163.91,8412.93,0.39625
Maize,2013,Kharif     ,CHHATTISGARH,123430.0,254134,1418.3,17834400.7,33326.1,1.981481481
Maize,2013,Rabi       ,CHHATTISGARH,33.0,117,1418.3,4768.17,8.91,3.55
Maize,2013,Summer     ,CHHATTISGARH,127.0,233,1418.3,18350.23,34.29,1.83
Masoor,2013,Rabi       ,CHHATTISGARH,16245.0,5298,1418.3,2347240.05,4386.15,0.320454545
Mesta,2013,Kharif     ,CHHATTISGARH,1098.0,2005,1418.3,158650.02,296.46,2.091666667
Moong(Green Gram),2013,Kharif     ,CHHATTISGARH,8617.0,2551,1418.3,1245070.33,2326.59,0.274814815
Moong(Green Gram),2013,Rabi       ,CHHATTISGARH,6562.0,1409,1418.3,948143.38,1771.74,0.254090909
Niger seed,2013,Kharif     ,CHHATTISGARH,63611.0,11567,1418.3,9191153.39,17174.97,4.987647059
Onion,2013,Rabi       ,CHHATTISGARH,87.0,1769,1418.3,12570.63,23.49,20.33
Onion,2013,Summer     ,CHHATTISGARH,90.0,1211,1418.3,13004.1,24.3,13.46
Onion,2013,Whole Year ,CHHATTISGARH,5745.0,40905,1418.3,830095.05,1551.15,6.4736
Other  Rabi pulses,2013,Rabi       ,CHHATTISGARH,2422.0,2804,1418.3,349954.78,653.94,1.198
Other Kharif pulses,2013,Kharif     ,CHHATTISGARH,8113.0,2053,1418.3,1172247.37,2190.51,0.338461538
Peas & beans (Pulses),2013,Rabi       ,CHHATTISGARH,13319.0,4821,1418.3,1924462.31,3596.13,0.33625
Potato,2013,Kharif     ,CHHATTISGARH,1805.0,8900,1418.3,260804.45,487.35,5.703846154
Potato,2013,Rabi       ,CHHATTISGARH,10935.0,53920,1418.3,1579998.15,2952.45,5.766190476
Ragi,2013,Kharif     ,CHHATTISGARH,7648.0,1936,1418.3,1105059.52,2064.96,0.271333333
Rapeseed &Mustard,2013,Rabi       ,CHHATTISGARH,47542.0,26999,1418.3,6869343.58,12836.34,0.546296296
Rice,2013,Kharif     ,CHHATTISGARH,3987721.0,7102729,1418.3,576185807.3,1076684.67,1.75037037
Safflower,2013,Rabi       ,CHHATTISGARH,532.0,184,1418.3,76868.68,143.64,0.408333333
Sannhamp,2013,Kharif     ,CHHATTISGARH,1469.0,448,1418.3,212255.81,396.63,0.312272727
Sesamum,2013,Kharif     ,CHHATTISGARH,17018.0,4799,1418.3,2458930.82,4594.86,0.281481481
Small millets,2013,Kharif     ,CHHATTISGARH,127486.0,27223,1418.3,18420452.14,34421.22,0.216666667
Soyabean,2013,Kharif     ,CHHATTISGARH,107772.0,111862,1418.3,15571976.28,29098.44,1.091578947
Sugarcane,2013,Kharif     ,CHHATTISGARH,44097.0,2129180,1418.3,6371575.53,11906.19,48.28
Sugarcane,2013,Whole Year ,CHHATTISGARH,9189.0,23831,1418.3,1327718.61,2481.03,2.935652174
Sunflower,2013,Kharif     ,CHHATTISGARH,3031.0,123,1418.3,437949.19,818.37,0.138333333
Sunflower,2013,Summer     ,CHHATTISGARH,31.0,50,1418.3,4479.19,8.37,1.61
Sweet potato,2013,Whole Year ,CHHATTISGARH,3643.0,19396,1418.3,526377.07,983.61,5.608461538
Tobacco,2013,Whole Year ,CHHATTISGARH,22.0,15,1418.3,3178.78,5.94,0.7675
Turmeric,2013,Whole Year ,CHHATTISGARH,1123.0,958,1418.3,162262.27,303.21,1.015454545
Urad,2013,Kharif     ,CHHATTISGARH,93484.0,29013,1418.3,13507503.16,25240.68,0.333333333
Urad,2013,Rabi       ,CHHATTISGARH,3451.0,912,1418.3,498634.99,931.77,0.281578947
Wheat,2013,Rabi       ,CHHATTISGARH,105033.0,140756,1418.3,15176218.17,28358.91,1.5332
Arhar/Tur,2013,Kharif     ,HIMACHAL PRADESH,71.0,23,1216.9,10258.79,19.17,0.346666667
Bajra,2013,Kharif     ,HIMACHAL PRADESH,731.0,400,1216.9,105622.19,197.37,0.532
Barley,2013,Rabi       ,HIMACHAL PRADESH,20585.0,18708,1216.9,2974326.65,5557.95,0.927272727
Coriander,2013,Rabi       ,HIMACHAL PRADESH,144.0,43,1216.9,20806.56,38.88,0.294285714
Cotton(lint),2013,Kharif     ,HIMACHAL PRADESH,4.0,2,1216.9,577.96,1.08,0.415
Dry chillies,2013,Kharif     ,HIMACHAL PRADESH,419.0,143,1216.9,60541.31,113.13,0.312
Garlic,2013,Rabi       ,HIMACHAL PRADESH,4961.0,7516,1216.9,716814.89,1339.47,1.433
Gram,2013,Rabi       ,HIMACHAL PRADESH,475.0,448,1216.9,68632.75,128.25,0.822222222
Groundnut,2013,Kharif     ,HIMACHAL PRADESH,49.0,31,1216.9,7080.01,13.23,0.7075
Horse-gram,2013,Kharif     ,HIMACHAL PRADESH,1750.0,613,1216.9,252857.5,472.5,0.352
Linseed,2013,Rabi       ,HIMACHAL PRADESH,1087.0,273,1216.9,157060.63,293.49,0.2275
Maize,2013,Kharif     ,HIMACHAL PRADESH,291960.0,594280,1216.9,42185300.4,78829.2,2.336666667
Masoor,2013,Rabi       ,HIMACHAL PRADESH,529.0,361,1216.9,76435.21,142.83,0.688888889
Moong(Green Gram),2013,Kharif     ,HIMACHAL PRADESH,300.0,142,1216.9,43347.0,81.0,0.484285714
Moth,2013,Kharif     ,HIMACHAL PRADESH,27.0,10,1216.9,3901.23,7.29,0.366666667
Onion,2013,Rabi       ,HIMACHAL PRADESH,764.0,7246,1216.9,110390.36,206.28,9.466666667
Other Kharif pulses,2013,Kharif     ,HIMACHAL PRADESH,5087.0,4499,1216.9,735020.63,1373.49,0.896666667
Peas & beans (Pulses),2013,Kharif     ,HIMACHAL PRADESH,1265.0,1677,1216.9,182779.85,341.55,1.350833333
Peas & beans (Pulses),2013,Rabi       ,HIMACHAL PRADESH,22.0,7,1216.9,3178.78,5.94,0.211666667
Potato,2013,Kharif     ,HIMACHAL PRADESH,6228.0,64123,1216.9,899883.72,1681.56,10.642
Potato,2013,Rabi       ,HIMACHAL PRADESH,3408.0,23871,1216.9,492421.92,920.16,4.882
Ragi,2013,Kharif     ,HIMACHAL PRADESH,1927.0,1774,1216.9,278432.23,520.29,0.798571429
Rapeseed &Mustard,2013,Rabi       ,HIMACHAL PRADESH,8459.0,4205,1216.9,1222240.91,2283.93,0.460909091
Rice,2013,Kharif     ,HIMACHAL PRADESH,73139.0,106899,1216.9,10567854.11,19747.53,1.565454545
Sesamum,2013,Kharif     ,HIMACHAL PRADESH,1802.0,589,1216.9,260370.98,486.54,0.327777778
Small millets,2013,Kharif     ,HIMACHAL PRADESH,4165.0,3017,1216.9,601800.85,1124.55,0.737142857
Soyabean,2013,Kharif     ,HIMACHAL PRADESH,528.0,798,1216.9,76290.72,142.56,1.428571429
Sugarcane,2013,Whole Year ,HIMACHAL PRADESH,1449.0,3496,1216.9,209366.01,391.23,3.07
Turmeric,2013,Kharif     ,HIMACHAL PRADESH,266.0,145,1216.9,38434.34,71.82,0.541428571
Urad,2013,Kharif     ,HIMACHAL PRADESH,7686.0,3339,1216.9,1110550.14,2075.22,0.54
Wheat,2013,Rabi       ,HIMACHAL PRADESH,415665.0,324283,1216.9,60059435.85,112229.55,0.786666667
Arhar/Tur,2013,Kharif     ,PUNJAB,2900.0,2600,586.6,419021.0,783.0,0.92375
Bajra,2013,Kharif     ,PUNJAB,800.0,800,586.6,115592.0,216.0,1.0
Barley,2013,Rabi       ,PUNJAB,12000.0,46000,586.6,1733880.0,3240.0,3.8125
Cotton(lint),2013,Kharif     ,PUNJAB,446000.0,1495000,586.6,64442540.0,120420.0,3.409090909
Gram,2013,Rabi       ,PUNJAB,1900.0,2370,586.6,274531.0,513.0,1.224285714
Groundnut,2013,Kharif     ,PUNJAB,1300.0,2400,586.6,187837.0,351.0,1.85
Guar seed,2013,Kharif     ,PUNJAB,37100.0,30400,586.6,5360579.0,10017.0,0.914444444
Maize,2013,Kharif     ,PUNJAB,130000.0,507000,586.6,18783700.0,35100.0,4.231428571
Masoor,2013,Rabi       ,PUNJAB,900.0,630,586.6,130041.0,243.0,0.664
Moong(Green Gram),2013,Kharif     ,PUNJAB,4600.0,3800,586.6,664654.0,1242.0,0.860833333
Peas & beans (Pulses),2013,Rabi       ,PUNJAB,900.0,1260,586.6,130041.0,243.0,1.45
Rapeseed &Mustard,2013,Rabi       ,PUNJAB,32000.0,41800,586.6,4623680.0,8640.0,1.293529412
Rice,2013,Kharif     ,PUNJAB,2851000.0,11267000,586.6,411940990.0,769770.0,3.834090909
Sesamum,2013,Kharif     ,PUNJAB,4100.0,1400,586.6,592409.0,1107.0,0.265555556
Sugarcane,2013,Whole Year ,PUNJAB,89000.0,6675000,586.6,12859610.0,24030.0,77.713125
Urad,2013,Kharif     ,PUNJAB,2200.0,1050,586.6,317878.0,594.0,0.464
Wheat,2013,Rabi       ,PUNJAB,3512000.0,17620000,586.6,507448880.0,948240.0,4.936818182
Arhar/Tur,2013,Kharif     ,TELANGANA,261516.0,138315,1348.7,37786446.84,70609.32,0.577777778
Arhar/Tur,2013,Rabi       ,TELANGANA,1398.0,922,1348.7,201997.02,377.46,0.61
Bajra,2013,Kharif     ,TELANGANA,4281.0,4033,1348.7,618561.69,1155.87,0.964
Bajra,2013,Rabi       ,TELANGANA,8937.0,8419,1348.7,1291307.13,2412.99,0.97
Banana,2013,Whole Year ,TELANGANA,1522.0,47401,1348.7,219913.78,410.94,31.14714286
Cashewnut,2013,Kharif     ,TELANGANA,4235.0,2710,1348.7,611915.15,1143.45,0.635
Castor seed,2013,Kharif     ,TELANGANA,78475.0,55516,1348.7,11338852.75,21188.25,0.60625
Castor seed,2013,Rabi       ,TELANGANA,1358.0,964,1348.7,196217.42,366.66,0.713333333
Coconut ,2013,Whole Year ,TELANGANA,428.0,6956712,1348.7,61841.72,115.56,16254.0
Coriander,2013,Whole Year ,TELANGANA,1378.0,978,1348.7,199107.22,372.06,0.701428571
Cotton(lint),2013,Kharif     ,TELANGANA,1712830.0,4265305,1348.7,247486806.7,462464.1,2.458888889
Cowpea(Lobia),2013,Kharif     ,TELANGANA,2162.0,1209,1348.7,312387.38,583.74,0.515
Cowpea(Lobia),2013,Rabi       ,TELANGANA,8572.0,6669,1348.7,1238568.28,2314.44,0.75
Dry chillies,2013,Kharif     ,TELANGANA,54378.0,171985,1348.7,7857077.22,14682.06,2.717777778
Dry chillies,2013,Rabi       ,TELANGANA,24557.0,107792,1348.7,3548240.93,6630.39,4.40625
Ginger,2013,Kharif     ,TELANGANA,1767.0,12703,1348.7,255313.83,477.09,6.776666667
Ginger,2013,Rabi       ,TELANGANA,4.0,26,1348.7,577.96,1.08,6.5
Gram,2013,Kharif     ,TELANGANA,54.0,73,1348.7,7802.46,14.58,1.35
Gram,2013,Rabi       ,TELANGANA,113374.0,194546,1348.7,16381409.26,30610.98,1.525555556
Groundnut,2013,Kharif     ,TELANGANA,21394.0,32071,1348.7,3091219.06,5776.38,1.25875
Groundnut,2013,Rabi       ,TELANGANA,188660.0,323072,1348.7,27259483.4,50938.2,1.644444444
Horse-gram,2013,Kharif     ,TELANGANA,507.0,315,1348.7,73256.43,136.89,0.61
Horse-gram,2013,Rabi       ,TELANGANA,2437.0,1165,1348.7,352122.13,657.99,0.481428571
Jowar,2013,Kharif     ,TELANGANA,70833.0,76868,1348.7,10234660.17,19124.91,0.951428571
Jowar,2013,Rabi       ,TELANGANA,36331.0,32017,1348.7,5249466.19,9809.37,0.906666667
Linseed,2013,Rabi       ,TELANGANA,229.0,112,1348.7,33088.21,61.83,0.49
Maize,2013,Kharif     ,TELANGANA,552897.0,2436849,1348.7,79888087.53,149282.19,4.022222222
Maize,2013,Rabi       ,TELANGANA,197322.0,1074644,1348.7,28511055.78,53276.94,5.292222222
Masoor,2013,Rabi       ,TELANGANA,382.0,196,1348.7,55195.18,103.14,0.51
Mesta,2013,Kharif     ,TELANGANA,25.0,229,1348.7,3612.25,6.75,9.155
Mesta,2013,Rabi       ,TELANGANA,85.0,780,1348.7,12281.65,22.95,9.18
Moong(Green Gram),2013,Kharif     ,TELANGANA,110951.0,73489,1348.7,16031309.99,29956.77,0.656666667
Moong(Green Gram),2013,Rabi       ,TELANGANA,12516.0,11549,1348.7,1808436.84,3379.32,0.9325
Onion,2013,Kharif     ,TELANGANA,3984.0,74919,1348.7,575648.16,1075.68,18.82666667
Onion,2013,Rabi       ,TELANGANA,10794.0,359826,1348.7,1559625.06,2914.38,31.81375
Other  Rabi pulses,2013,Rabi       ,TELANGANA,467.0,660,1348.7,67476.83,126.09,1.315
Other Kharif pulses,2013,Kharif     ,TELANGANA,346.0,109,1348.7,49993.54,93.42,0.37
Potato,2013,Whole Year ,TELANGANA,3512.0,47411,1348.7,507448.88,948.24,14.71
Ragi,2013,Kharif     ,TELANGANA,1204.0,1727,1348.7,173965.96,325.08,1.593333333
Ragi,2013,Rabi       ,TELANGANA,511.0,794,1348.7,73834.39,137.97,1.55
Rapeseed &Mustard,2013,Rabi       ,TELANGANA,843.0,644,1348.7,121805.07,227.61,0.834
Rice,2013,Kharif     ,TELANGANA,1166334.0,3768045,1348.7,168523599.7,314910.18,3.115555556
Rice,2013,Rabi       ,TELANGANA,828103.0,2813045,1348.7,119652602.5,223587.81,3.203333333
Safflower,2013,Rabi       ,TELANGANA,7867.0,5573,1348.7,1136702.83,2124.09,0.75
Sesamum,2013,Kharif     ,TELANGANA,5713.0,1300,1348.7,825471.37,1542.51,0.242857143
Sesamum,2013,Rabi       ,TELANGANA,18484.0,7410,1348.7,2670753.16,4990.68,0.392857143
Small millets,2013,Kharif     ,TELANGANA,882.0,665,1348.7,127440.18,238.14,0.75
Soyabean,2013,Kharif     ,TELANGANA,242438.0,390305,1348.7,35029866.62,65458.26,1.6
Soyabean,2013,Rabi       ,TELANGANA,14.0,23,1348.7,2022.86,3.78,1.65
Sugarcane,2013,Kharif     ,TELANGANA,39309.0,3376625,1348.7,5679757.41,10613.43,83.91888889
Sunflower,2013,Kharif     ,TELANGANA,2040.0,1750,1348.7,294759.6,550.8,0.846666667
Sunflower,2013,Rabi       ,TELANGANA,17580.0,16867,1348.7,2540134.2,4746.6,1.084444444
Sweet potato,2013,Whole Year ,TELANGANA,109.0,742,1348.7,15749.41,29.43,7.57
Tobacco,2013,Kharif     ,TELANGANA,2218.0,3889,1348.7,320478.82,598.86,3.106666667
Tobacco,2013,Rabi       ,TELANGANA,3839.0,9718,1348.7,554697.11,1036.53,2.968333333
Turmeric,2013,Kharif     ,TELANGANA,49638.0,252061,1348.7,7172194.62,13402.26,4.785555556
Urad,2013,Kharif     ,TELANGANA,32090.0,26377,1348.7,4636684.1,8664.3,0.83125
Urad,2013,Rabi       ,TELANGANA,9473.0,9028,1348.7,1368753.77,2557.71,0.912857143
Wheat,2013,Rabi       ,TELANGANA,7039.0,4366,1348.7,1017065.11,1900.53,0.74
other oilseeds,2013,Kharif     ,TELANGANA,3645.0,45575,1348.7,526666.05,984.15,8.973333333
Arhar/Tur,2013,Kharif     ,UTTARAKHAND,2330.0,1880,1735.4,336661.7,629.1,0.793076923
Bajra,2013,Kharif     ,UTTARAKHAND,1.0,1,1735.4,144.49,0.27,1.0
Barley,2013,Rabi       ,UTTARAKHAND,21317.0,29054,1735.4,3080093.33,5755.59,1.491538462
Garlic,2013,Whole Year ,UTTARAKHAND,3173.0,20391,1735.4,458466.77,856.71,5.58173913
Gram,2013,Rabi       ,UTTARAKHAND,569.0,481,1735.4,82214.81,153.63,0.729090909
Groundnut,2013,Kharif     ,UTTARAKHAND,1218.0,1426,1735.4,175988.82,328.86,1.152857143
Horse-gram,2013,Kharif     ,UTTARAKHAND,10523.0,8474,1735.4,1520468.27,2841.21,0.792727273
Linseed,2013,Rabi       ,UTTARAKHAND,2.0,1,1735.4,288.98,0.54,0.5
Maize,2013,Kharif     ,UTTARAKHAND,23534.0,33712,1735.4,3400427.66,6354.18,1.412307692
Maize,2013,Summer     ,UTTARAKHAND,48.0,118,1735.4,6935.52,12.96,2.4325
Masoor,2013,Rabi       ,UTTARAKHAND,9839.0,8822,1735.4,1421637.11,2656.53,0.836153846
Moong(Green Gram),2013,Kharif     ,UTTARAKHAND,15.0,8,1735.4,2167.35,4.05,0.525
Moong(Green Gram),2013,Summer     ,UTTARAKHAND,10.0,5,1735.4,1444.9,2.7,0.5
Moth,2013,Kharif     ,UTTARAKHAND,27.0,11,1735.4,3901.23,7.29,0.26
Onion,2013,Whole Year ,UTTARAKHAND,2359.0,12452,1735.4,340851.91,636.93,5.754166667
Other  Rabi pulses,2013,Rabi       ,UTTARAKHAND,8.0,5,1735.4,1155.92,2.16,0.723333333
Other Kharif pulses,2013,Kharif     ,UTTARAKHAND,12906.0,11101,1735.4,1864787.94,3484.62,0.875
Peas & beans (Pulses),2013,Rabi       ,UTTARAKHAND,6244.0,6163,1735.4,902195.56,1685.88,0.742307692
Potato,2013,Kharif     ,UTTARAKHAND,9246.0,84730,1735.4,1335954.54,2496.42,9.480909091
Potato,2013,Rabi       ,UTTARAKHAND,5058.0,54900,1735.4,730830.42,1365.66,10.64153846
Ragi,2013,Kharif     ,UTTARAKHAND,108656.0,148803,1735.4,15699705.44,29337.12,1.480909091
Rapeseed &Mustard,2013,Rabi       ,UTTARAKHAND,12061.0,9167,1735.4,1742693.89,3256.47,0.698461538
Rice,2013,Kharif     ,UTTARAKHAND,246959.0,551758,1735.4,35683105.91,66678.93,1.736153846
Rice,2013,Summer     ,UTTARAKHAND,12420.0,41310,1735.4,1794565.8,3353.4,3.353333333
Sesamum,2013,Kharif     ,UTTARAKHAND,1798.0,467,1735.4,259793.02,485.46,0.274615385
Small millets,2013,Kharif     ,UTTARAKHAND,62135.0,76031,1735.4,8977886.15,16776.45,1.187272727
Soyabean,2013,Kharif     ,UTTARAKHAND,9172.0,14374,1735.4,1325262.28,2476.44,1.109166667
Sugarcane,2013,Whole Year ,UTTARAKHAND,106499.0,6061428,1735.4,15388040.51,28754.73,58.4
